cate_product_title,cate_pirce,cate_vendor,cate_voucher,cate_new_tag,listing_link,listing_link,Brand,Product type,Profile,Layout size,Layout standard,Layout ergonomics,Hot-swappable,Knob support,Rgb support,Display support,QMK/VIA,Connection,Battery capacity,Mount style,Case material,Keycap material,scraping_date
Varmilo VEM87 Summit R1,$149,MK,None,None,https://keeb-finder.com/keyboards/vem87-summit-r1,https://keeb-finder.com/keyboards/vem87-summit-r1,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Keychron x OnePlus Pro Winter Bonfire Aluminum,$249,MK,None,None,https://keeb-finder.com/keyboards/oneplus-pro-winter-bonfire,https://keeb-finder.com/keyboards/oneplus-pro-winter-bonfire,Keychron,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",4000 mAh,Plate Mount,Aluminum,PBT,2024-03-28
Leopold FC900RBT White/Green PD,$149,MK,None,None,https://keeb-finder.com/keyboards/fc900rbt-bluetooth-whitegreen-pd,https://keeb-finder.com/keyboards/fc900rbt-bluetooth-whitegreen-pd,Leopold,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Varmilo VA Series V2 Warrior Soar,$143,MK,None,None,https://keeb-finder.com/keyboards/vea87-warrior-soar,https://keeb-finder.com/keyboards/vea87-warrior-soar,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Leopold FC660MBT White/Pink,$129,MK,None,None,https://keeb-finder.com/keyboards/fc660mbt-whitepink,https://keeb-finder.com/keyboards/fc660mbt-whitepink,Leopold,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Leopold FC750RBT White/Pink PD,$134,MK,None,None,https://keeb-finder.com/keyboards/fc750rbt-bluetooth-whitepink-pd,https://keeb-finder.com/keyboards/fc750rbt-bluetooth-whitepink-pd,Leopold,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
MK Duo XT Dose Dual Contact,$129,MK,None,None,https://keeb-finder.com/keyboards/duo,https://keeb-finder.com/keyboards/duo,MK,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Vortex PC66 66Key Beige,$119,MK,None,None,https://keeb-finder.com/keyboards/vortex-pc66-66-key-beige,https://keeb-finder.com/keyboards/vortex-pc66-66-key-beige,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,No,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Plate Mount,Plastic,Unknown,2024-03-28
Vortex PC66 66Key Dark Grey,$104,MK,None,None,https://keeb-finder.com/keyboards/vortex-pc66-66-key-dark-grey,https://keeb-finder.com/keyboards/vortex-pc66-66-key-dark-grey,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,No,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Filco Majestouch Xacro M3A,$139,MK,None,None,https://keeb-finder.com/keyboards/majestouch-xacro-m3a,https://keeb-finder.com/keyboards/majestouch-xacro-m3a,Filco,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
MelGeek Mojo84 Advance,$199,MK,None,None,https://keeb-finder.com/keyboards/mojo84-plastic-advance,https://keeb-finder.com/keyboards/mojo84-plastic-advance,MelGeek,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Varmilo VPE108 Chang'e Size Triple Mode,$239,MK,None,None,https://keeb-finder.com/keyboards/vpe108-change,https://keeb-finder.com/keyboards/vpe108-change,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,Yes,No,No,No,No,"2.4 GHz, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Leopold FC750RBT YelloBlue White Case PD,$139,MK,None,None,https://keeb-finder.com/keyboards/fc750rbt-bluetooth-yellowblue-pd,https://keeb-finder.com/keyboards/fc750rbt-bluetooth-yellowblue-pd,Leopold,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Varmilo MA Series V2 Aurora EC,$182,MK,None,None,https://keeb-finder.com/keyboards/vem108-aurora,https://keeb-finder.com/keyboards/vem108-aurora,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Varmilo VA Series V2 Love Birds Yuan You,$139,MK,None,None,https://keeb-finder.com/keyboards/vea87-love-birds-yuan-you,https://keeb-finder.com/keyboards/vea87-love-birds-yuan-you,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,Yes,No,No,"Wired, Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Vortex New POK3R Black Aluminum Blue,$104,MK,None,None,https://keeb-finder.com/keyboards/new-pok3r-black-case-blue-led,https://keeb-finder.com/keyboards/new-pok3r-black-case-blue-led,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Vortex New POK3R White Aluminum Blue,$104,MK,None,None,https://keeb-finder.com/keyboards/new-pok3r-white-case-blue-led,https://keeb-finder.com/keyboards/new-pok3r-white-case-blue-led,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Filco Majestouch 2SS,$149,MK,None,None,https://keeb-finder.com/keyboards/majestouch-2ss,https://keeb-finder.com/keyboards/majestouch-2ss,Filco,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Varmilo Sword 287 Sakura R2 Aluminum EC,$339,MK,None,None,https://keeb-finder.com/keyboards/sword-2-87-sakura,https://keeb-finder.com/keyboards/sword-2-87-sakura,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 268 Sakura R2 Aluminum EC,$309,MK,None,None,https://keeb-finder.com/keyboards/sword-2-68-sakura,https://keeb-finder.com/keyboards/sword-2-68-sakura,Varmilo,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo VA Series V2 Dreams on Board,$152,MK,None,None,https://keeb-finder.com/keyboards/vea87-dreams-on-board,https://keeb-finder.com/keyboards/vea87-dreams-on-board,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Keychron K6 Laser Etched,$109,MK,None,None,https://keeb-finder.com/keyboards/k6-hotswap-aluminum,https://keeb-finder.com/keyboards/k6-hotswap-aluminum,Keychron,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, Wireless",4000 mAh,Plate Mount,Aluminum,ABS,2024-03-28
Keychron K12 Laser Etched,$99,MK,None,None,https://keeb-finder.com/keyboards/k12-aluminum-hotswap,https://keeb-finder.com/keyboards/k12-aluminum-hotswap,Keychron,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, Wireless",4000 mAh,Plate Mount,Aluminum,ABS,2024-03-28
Odin Gaming Nova 65 Black Aluminum Barebones,$149,MK,None,None,https://keeb-finder.com/keyboards/nova65-nova-black,https://keeb-finder.com/keyboards/nova65-nova-black,Odin Gaming,Keyboard Kit,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,Yes,Wired,No battery,Plate Mount,Aluminum,Unknown,2024-03-28
Varmilo VA108M Panda R2,$149,MK,None,None,https://keeb-finder.com/keyboards/va108m-panda-r2,https://keeb-finder.com/keyboards/va108m-panda-r2,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Leopold FC650MDSBT Blue/Grey PD,$139,MK,None,None,https://keeb-finder.com/keyboards/fc650mdsbt-bluetooth-bluegrey-pd,https://keeb-finder.com/keyboards/fc650mdsbt-bluetooth-bluegrey-pd,Leopold,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Leopold FC900RBT White / Grey PD,$149,MK,None,None,https://keeb-finder.com/keyboards/leopold-fc900rbt-white-grey-pd-bluetooth,https://keeb-finder.com/keyboards/leopold-fc900rbt-white-grey-pd-bluetooth,Leopold,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Leopold FC900RBT Two Tone White PD,$149,MK,None,None,https://keeb-finder.com/keyboards/fc900rbt-bluetooth-two-tone-white-pd,https://keeb-finder.com/keyboards/fc900rbt-bluetooth-two-tone-white-pd,Leopold,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Glorious PC GMMK White Ice,$109,MK,None,None,https://keeb-finder.com/keyboards/gmmk-white-ice-tkl,https://keeb-finder.com/keyboards/gmmk-white-ice-tkl,Glorious,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Varmilo Sword 216 Pacific Blue Numpad Aluminum EC,$70,MK,None,None,https://keeb-finder.com/keyboards/sword-2-16-pacific-blue,https://keeb-finder.com/keyboards/sword-2-16-pacific-blue,Varmilo,Keyboard,Normal Profile,Numpad,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 216 Twilight Green Numpad Aluminum EC,$70,MK,None,None,https://keeb-finder.com/keyboards/sword-2-16-twilight-green,https://keeb-finder.com/keyboards/sword-2-16-twilight-green,Varmilo,Keyboard,Normal Profile,Numpad,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 268 Flying Tigers Aluminum EC,$299,MK,None,None,https://keeb-finder.com/keyboards/sword-2-68-flying-tigers,https://keeb-finder.com/keyboards/sword-2-68-flying-tigers,Varmilo,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 268 Moonlight Aluminum EC,$289,MK,None,None,https://keeb-finder.com/keyboards/sword-2-68-moonlight,https://keeb-finder.com/keyboards/sword-2-68-moonlight,Varmilo,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 268 Pacific Blue Aluminum EC,$289,MK,None,None,https://keeb-finder.com/keyboards/sword-2-68-pacific-blue,https://keeb-finder.com/keyboards/sword-2-68-pacific-blue,Varmilo,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 268 Twilight Green Aluminum EC,$299,MK,None,None,https://keeb-finder.com/keyboards/sword-2-68-twilight-green,https://keeb-finder.com/keyboards/sword-2-68-twilight-green,Varmilo,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 287 Flying Tigers Aluminum EC,$379,MK,None,None,https://keeb-finder.com/keyboards/sword-2-87-flying-tigers,https://keeb-finder.com/keyboards/sword-2-87-flying-tigers,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 287 Pacific Blue Aluminum EC,$339,MK,None,None,https://keeb-finder.com/keyboards/sword-2-87-pacific-blue,https://keeb-finder.com/keyboards/sword-2-87-pacific-blue,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 287 Twilight Green Aluminum EC,$339,MK,None,None,https://keeb-finder.com/keyboards/sword-2-87-twilight-green,https://keeb-finder.com/keyboards/sword-2-87-twilight-green,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo Sword 2108 Twilight Green Aluminum EC,$349,MK,None,None,https://keeb-finder.com/keyboards/sword-2-108-twilight-green,https://keeb-finder.com/keyboards/sword-2-108-twilight-green,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Varmilo MA Series V2 Summit R2 EC,$143,MK,None,None,https://keeb-finder.com/keyboards/vem87-summit-r2,https://keeb-finder.com/keyboards/vem87-summit-r2,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Varmilo MA87M Summit R2,$154,MK,None,None,https://keeb-finder.com/keyboards/ma87m-summit-r2,https://keeb-finder.com/keyboards/ma87m-summit-r2,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Varmilo VEM87 CMYK,$124,MK,None,None,https://keeb-finder.com/keyboards/vem87-cmyk,https://keeb-finder.com/keyboards/vem87-cmyk,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
KBParadise V60 The 2 White,$79,MK,None,None,https://keeb-finder.com/keyboards/v60-the-2-white,https://keeb-finder.com/keyboards/v60-the-2-white,KBParadise,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
KBParadise V60 The 2 Black,$79,MK,None,None,https://keeb-finder.com/keyboards/v60-the-2-black,https://keeb-finder.com/keyboards/v60-the-2-black,KBParadise,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Varmilo Cliff Bot Lie Triple Mode /,$135,MK,None,None,https://keeb-finder.com/keyboards/varmilo-vcs87-cliff-bot-lie-tkl,https://keeb-finder.com/keyboards/varmilo-vcs87-cliff-bot-lie-tkl,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Varmilo Cliff Bot Awake Triple Mode /,$135,MK,None,None,https://keeb-finder.com/keyboards/varmilo-vcs87-cliff-bot-awake-tkl,https://keeb-finder.com/keyboards/varmilo-vcs87-cliff-bot-awake-tkl,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Varmilo Lure Series Lie Triple Mode,$169,MK,None,None,https://keeb-finder.com/keyboards/vbs108-lure-bot-lie,https://keeb-finder.com/keyboards/vbs108-lure-bot-lie,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Varmilo Lure Series Lie EC,$159,MK,None,None,https://keeb-finder.com/keyboards/vbm108-lure-bot-lie,https://keeb-finder.com/keyboards/vbm108-lure-bot-lie,Varmilo,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Varmilo MA87M Love Birds You,$159,MK,None,None,https://keeb-finder.com/keyboards/ma87m-lovebirds-you,https://keeb-finder.com/keyboards/ma87m-lovebirds-you,Varmilo,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Filco Majestouch Minila R Convertible Asagi,$140,MK,None,None,https://keeb-finder.com/keyboards/majestouch-minila-r-convertible-asagi,https://keeb-finder.com/keyboards/majestouch-minila-r-convertible-asagi,Filco,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Filco Majestouch Minila R Convertible Sky Grey,$140,MK,None,None,https://keeb-finder.com/keyboards/majestouch-minila-r-convertible-sky-grey,https://keeb-finder.com/keyboards/majestouch-minila-r-convertible-sky-grey,Filco,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Filco Majestouch Minila R Convertible Matte Black,$140,MK,None,None,https://keeb-finder.com/keyboards/majestouch-minila-r-convertible-matte-black,https://keeb-finder.com/keyboards/majestouch-minila-r-convertible-matte-black,Filco,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,PBT,2024-03-28
Hexgears Nova Aluminum Laser Etched,$69,MK,None,None,https://keeb-finder.com/keyboards/hexgears-nova,https://keeb-finder.com/keyboards/hexgears-nova,Hexgears,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Aluminum,ABS,2024-03-28
Hexgears Gemini Dawn —,$139,MK,None,None,https://keeb-finder.com/keyboards/gemini-dawn,https://keeb-finder.com/keyboards/gemini-dawn,Hexgears,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,Yes,No,Wired,No battery,Plate Mount,Metal,PBT,2024-03-28
Hexgears Gemini Dusk —,$149,MK,None,None,https://keeb-finder.com/keyboards/gemini-dusk,https://keeb-finder.com/keyboards/gemini-dusk,Hexgears,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,Yes,No,Wired,No battery,Plate Mount,Metal,PBT,2024-03-28
KBParadise V60 Type R,$74,MK,None,None,https://keeb-finder.com/keyboards/v60-type-r,https://keeb-finder.com/keyboards/v60-type-r,KBParadise,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
KBtalking KBT Next Black Case Blue,$69,MK,None,None,https://keeb-finder.com/keyboards/next-black-case-blue-led,https://keeb-finder.com/keyboards/next-black-case-blue-led,KBtalking,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Keycool 87 Multi,$71,MK,None,None,https://keeb-finder.com/keyboards/87-multi-led,https://keeb-finder.com/keyboards/87-multi-led,Keycool,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Keycool 108 Red,$79,MK,None,None,https://keeb-finder.com/keyboards/108-red-led,https://keeb-finder.com/keyboards/108-red-led,Keycool,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Keycool 108 Green,$79,MK,None,None,https://keeb-finder.com/keyboards/108-green-led,https://keeb-finder.com/keyboards/108-green-led,Keycool,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Keycool 108 Blue,$110,MK,None,None,https://keeb-finder.com/keyboards/108-blue-led,https://keeb-finder.com/keyboards/108-blue-led,Keycool,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
0.01 Z62 Silver,$59,MK,None,None,https://keeb-finder.com/keyboards/z62-silver-dye-sub,https://keeb-finder.com/keyboards/z62-silver-dye-sub,0.01,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
0.01 Z62 Dark Grey,$59,MK,None,None,https://keeb-finder.com/keyboards/z62-dark-grey-dye-sub,https://keeb-finder.com/keyboards/z62-dark-grey-dye-sub,0.01,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,PBT,2024-03-28
Matias FK303QBT Laptop Pro for Mac,$143,MK,None,None,https://keeb-finder.com/keyboards/fk303qbt-laptop-pro-for-mac,https://keeb-finder.com/keyboards/fk303qbt-laptop-pro-for-mac,Matias,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",1600 mAh,Plate Mount,Plastic,ABS,2024-03-28
Matias FK303QPC Mini Quiet Pro PC,$107,MK,None,None,https://keeb-finder.com/keyboards/fk303qpc-mini-quiet-pro-pc,https://keeb-finder.com/keyboards/fk303qpc-mini-quiet-pro-pc,Matias,Keyboard,Normal Profile,80%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Matias FK302 Tactile One Mac,$123,MK,None,None,https://keeb-finder.com/keyboards/fk302-tactile-one,https://keeb-finder.com/keyboards/fk302-tactile-one,Matias,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,ABS,2024-03-28
Matias FK302 Tactile Pro Mac,$104,MK,None,None,https://keeb-finder.com/keyboards/fk302-tactile-pro,https://keeb-finder.com/keyboards/fk302-tactile-pro,Matias,Keyboard,Normal Profile,100%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
KBParadise V60Plus Blue/Green Blue / Green,$79,MK,None,None,https://keeb-finder.com/keyboards/v60plus-bluegreen,https://keeb-finder.com/keyboards/v60plus-bluegreen,KBParadise,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Vortex POK3R Black Aluminum Blue,$129,MK,None,None,https://keeb-finder.com/keyboards/pok3r-black-case-blue-led,https://keeb-finder.com/keyboards/pok3r-black-case-blue-led,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Vortex POK3R White Case Blue,$109,MK,None,None,https://keeb-finder.com/keyboards/pok3r-white-case-blue-led,https://keeb-finder.com/keyboards/pok3r-white-case-blue-led,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,No,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Vortex POK3R Black LE Blue B,$160,MK,None,None,https://keeb-finder.com/keyboards/pok3r-black-le-blue-border,https://keeb-finder.com/keyboards/pok3r-black-le-blue-border,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Vortex POK3R Silver LE Blue B,$139,MK,None,None,https://keeb-finder.com/keyboards/pok3r-silver-le-blue-border,https://keeb-finder.com/keyboards/pok3r-silver-le-blue-border,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Vortex POK3R Black LE Black B,$139,MK,None,None,https://keeb-finder.com/keyboards/pok3r-black-le-black-border,https://keeb-finder.com/keyboards/pok3r-black-le-black-border,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Vortex POK3R Black LE Frosted White B,$159,MK,None,None,https://keeb-finder.com/keyboards/pok3r-black-le-frosted-white-border,https://keeb-finder.com/keyboards/pok3r-black-le-frosted-white-border,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Vortex POK3R Silver LE Frosted White B,$139,MK,None,None,https://keeb-finder.com/keyboards/pok3r-silver-le-frosted-white-border,https://keeb-finder.com/keyboards/pok3r-silver-le-frosted-white-border,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
Vortex POK3R Silver LE Black B,$139,MK,None,None,https://keeb-finder.com/keyboards/pok3r-silver-le-black-border,https://keeb-finder.com/keyboards/pok3r-silver-le-black-border,Vortex,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,No,Wired,No battery,Plate Mount,Aluminum,PBT,2024-03-28
